209,2,1,4,1,6,310,16,1,2,0,1.8669
209,2,1,4,2,9,300,16,2,2,1,1.043
209,2,1,4,3,5,330,16,2,2,1,0.88864
209,2,1,4,4,1,330,10,1,1,1,0.75752
209,2,1,4,5,3,310,10,1,1,1,0.88361
209,2,1,4,6,7,300,10,2,2,1,0.68929
209,2,1,4,7,2,330,14,2,1,0,0.72168
209,2,1,4,8,4,310,14,2,1,0,1.7194
209,2,1,4,9,8,300,14,2,2,1,1.2237
209,2,1,4,10,3,310,10,1,1,1,1.0837
209,2,1,4,11,3,310,10,1,1,1,0.6858
209,2,1,4,12,2,330,14,1,1,1,0.8756
209,2,1,4,13,1,330,10,1,1,1,0.49476
209,2,1,4,14,9,300,16,2,2,1,0.61132
209,2,1,4,15,3,310,10,1,1,1,0.76479
209,2,1,4,16,6,310,16,2,2,1,0.68885
209,2,1,4,17,6,310,16,1,2,0,0.77334
209,2,1,4,18,5,330,16,2,2,1,0.69518
209,2,1,4,19,7,300,10,2,2,1,0.88464
209,2,1,4,20,5,330,16,1,2,0,2.6354
209,2,1,4,21,5,330,16,1,2,0,2.308
209,2,1,4,22,5,330,16,1,2,0,0.92035
209,2,1,4,23,1,330,10,1,1,1,0.61318
209,2,1,4,24,9,300,16,2,2,1,0.56017
209,2,1,4,25,7,300,10,2,2,1,0.70458
209,2,1,4,26,7,300,10,2,2,1,0.63444
209,2,1,4,27,2,330,14,1,1,1,0.8735
209,2,1,4,28,1,330,10,1,1,1,0.63179
209,2,1,4,29,7,300,10,2,2,1,0.61449
209,2,1,4,30,3,310,10,1,1,1,0.86756
209,2,1,4,31,4,310,14,1,1,1,1.6155
209,2,1,4,32,3,310,10,1,1,1,0.86535
209,2,1,4,33,6,310,16,2,2,1,0.75519
209,2,1,4,34,4,310,14,1,1,1,0.77652
209,2,1,4,35,7,300,10,2,2,1,0.63007
209,2,1,4,36,8,300,14,2,2,1,0.59543
209,2,1,4,37,4,310,14,1,1,1,0.89176
